sku,current_name,make,retained_model_folder,review_status,publication_decision,approved_part_name,approved_model,verified_oem,catalog_page,pdf_page,source_url,evidence_notes,approved_for_publication
PGE-MAN-141,Upper Lifting Cam Tsm D,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-142,Upper or Lower Pressure Roll,Manesty,express,verified_exact_name_unique_oem,verified,Upper or Lower Pressure Roll,Express,48135,81,150,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact or normalized-exact part name and model match. OEM 48135 is independently corroborated in the Natoli catalog index at https://store.natoli.com/catalogs/. No third-party replacement number is published.,yes
PGE-MAN-143,Upper Lowering Cam Tsm D,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-144,Weight Adjusting Sleeve,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-145,Weight Adjusting Wheel,Manesty,express,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-146,Large Acetal Feeder Paddle,Manesty,express-mk-iia,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-147,Small Acetal Feeder Paddle,Manesty,express-mk-iia,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-148,Feeder Platform Insert,Manesty,mk-iia,exact_name_model_conflict,unresolved,,,,137,162,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-149,Bush in Roll,Manesty,mk-series,exact_name_model_conflict,verified,Bush in Roll,MK I / MK II / Rotapress MK IIA,39039,54,144,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact or normalized-exact part name and model match. OEM 39039 is independently corroborated in the Natoli catalog index at https://store.natoli.com/catalogs/. No third-party replacement number is published.,yes
PGE-MAN-150,Ejection Cam - Bronze,Manesty,mk-series,exact_name_model_conflict,verified,Ejection Cam - Bronze,MK I / MK II / Rotapress MK IIA,39316,66,147,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact or normalized-exact part name and model match. OEM 39316 is independently corroborated in the Natoli catalog index at https://store.natoli.com/catalogs/. No third-party replacement number is published.,yes
PGE-MAN-151,Ejection Cam - Steel,Manesty,mk-series,exact_name_model_conflict,verified,Ejection Cam - Steel,MK I / MK II / Rotapress MK IIA,39316/1,98,154,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact or normalized-exact part name and model match. OEM 39316/1 is independently corroborated in the Natoli catalog index at https://store.natoli.com/catalogs/. No third-party replacement number is published.,yes
PGE-MAN-152,Pick Up Scraper,Manesty,mk-series,exact_name_model_conflict,unresolved,,,,105,155,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-153,Control Cam Ipt B,Manesty,mk4,exact_name_model_conflict,unresolved,,,,99,154,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-154,First Paddle Stainless Steel,Manesty,mkiv,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-155,Feed Frame Cover,Manesty,model-unconfirmed,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-156,Automatic Lubricator Reservoir,Manesty,model-unspecified,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-157,Large Feeder Paddle,Manesty,model-unspecified,exact_name_model_conflict,unresolved,,,,150,165,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-158,Turret Cover,Manesty,model-unspecified,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-159,Variable Speed Cog Belt,Manesty,model-unspecified,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-160,Rubber Hopper Connector,Manesty,multi-model,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-161,Speed Adjust Handwheel,Manesty,multi-model,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-162,Ejection Cam,Manesty,novapress,verified_exact_name_unique_oem,verified,Ejection Cam,NOVAPRESS,61224,154,165,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 154; OEM 61224. No third-party replacement number is stored or published.",yes
PGE-MAN-163,Reject Gate,Manesty,novapress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-164,Scraper Blade,Manesty,novapress,verified_exact_name_unique_oem,verified,Scraper Blade,Novapress,62223,155,166,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact or normalized-exact part name and model match. OEM 62223 is independently corroborated in the Natoli catalog index at https://store.natoli.com/catalogs/. No third-party replacement number is published.,yes
PGE-MAN-165,Lower Fill Cam 16Mm Eu D,Manesty,novapress-2,verified_exact_name_unique_oem,verified,Lower Fill Cam 16Mm - Eu D,NOVAPRESS,6612391,154,165,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact normalized part name and retained model-folder match to the current Manesty catalog index, catalog page 154; OEM 6612391. No third-party replacement number is stored or published.",yes
PGE-MAN-166,Upper Lowering Cam D,Manesty,novapress-2,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-167,Lower Fill Cam 13Mm Eu B,Manesty,novapress-diamond,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-168,Lower Fill Cam 15Mm,Manesty,novapress-diamond,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-169,Double Drip Tray,Manesty,rotapress-mk-iia,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-170,Drip Tray,Manesty,rotapress-mk-iia,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-171,Feeder Motor,Manesty,rotapress-mk-iia,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-172,Fill Cam 11 16 Ipt B,Manesty,rotapress-mk-iia,exact_name_model_conflict,unresolved,,,,117,158,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-173,Guard Over Gears,Manesty,rotapress-mk-iia,exact_name_model_conflict,unresolved,,,,78,150,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-174,Hopper Adjusting Screw Long,Manesty,rotapress-mk-iia,exact_name_model_conflict,unresolved,,,,102,155,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-175,Hopper,Manesty,rotapress-mk-iia,exact_name_model_conflict,unresolved,,,,41,142,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-176,Inlet Tube Assembly With Bracket,Manesty,rotapress-mk-iia,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-177,Tablet Chute With Reject Mechanism,Manesty,rotapress-mk-iia,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-178,Tablet Chute,Manesty,rotapress-mk-iia,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-179,Upper Lifting Cam,Manesty,rotapress-mk-iia,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-180,Upper Lowering Cam Ipt B,Manesty,rotapress-mk-iia,exact_name_model_conflict,unresolved,,,,51,143,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-181,13Mm Fill Cam B Type Bronze,Manesty,unipress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-182,13Mm Fill Cam B Type,Manesty,unipress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-183,18Mm Fill Cam B Type Bronze,Manesty,unipress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-184,21Mm Fill Cam D Type Bronze,Manesty,unipress,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-185,Ejection Cam - B Tooling,Manesty,unipress,verified_exact_name_unique_oem,verified,Ejection Cam - B Tooling,Unipress,69457,159,166,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,Exact or normalized-exact part name and model match. OEM 69457 is independently corroborated in the Natoli catalog index at https://store.natoli.com/catalogs/. No third-party replacement number is published.,yes
PGE-MAN-186,Feeder Sole Plate Insert Acetal,Manesty,unipress-2,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-187,Fill Cam 6Mm Eu B,Manesty,xpress-500,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-188,Turret 39 Station,Manesty,xpress-500,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-189,Turret 50 Station,Manesty,xpress-500,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-190,First Paddle,Manesty,xpress-500-unipress-2,exact_name_model_conflict,unresolved,,,,161,167,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-MAN-191,10Mm Bronze Fill Cam B,Manesty,xpress-700,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-192,14Mm Bronze Fill Cam B,Manesty,xpress-700,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-193,18Mm Bronze Fill Cam B,Manesty,xpress-700,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-194,6Mm Bronze Fill Cam B,Manesty,xpress-700,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-195,Bronze 8Mm Fill Cam B,Manesty,xpress-700,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-196,First Plow Paddle Stainless Steel,Manesty,xpress-700,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-197,Recirculating Feeder Sole Plate,Manesty,xpress-700,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-198,Second Plow Paddle Stainless Steel,Manesty,xpress-700,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-MAN-199,Turret 61 Station,Manesty,xpress-700,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/manesty-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-001,14 Pin Relay,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-002,8 Pin Relay,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-003,Acrylic Cover,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-004,Adjustment Shaft Flange Insert For Kikusui,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-005,Agitator Paddle For Idf,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-006,Auto Reject Gate Clamp,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-007,Circuit Board,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-008,Contact Load Cell,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-009,Cutoff Arm Reject Cover Original,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-010,Cutoff Arm Reject Cover Regular Size,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-011,Digital Tachometer,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-012,Dosing Rail,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-013,Drive Shaft Collar Set,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-014,Ejection Cam,Kikusui,general,exact_name_model_conflict,unresolved,,,,16,19,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,"Exact name occurs in the catalog, but only under a model that conflicts with the retained record model; no OEM number published.",no
PGE-KIK-015,Gasket,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-016,Guide Component,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-017,Hose Adapter For Kikusui,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-018,Idf Bushing For Kikusui,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-019,Idf Drive Gear,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-020,Idf Inlet Gasket,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-021,Idf Lower Drive Shaft,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-022,Idf Potentiometer,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-023,Idf Teflon Seal,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-024,Interior Vacuum Unit,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-025,Limit Switch,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-026,Lower Guide Rail Knob,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-027,Lower Punch Dust Chute,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-028,Main Compression Adjustment Shaft,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-029,Main Compression Lower Roll Shaft,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-030,Main Compression Upper Roll Shaft,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-031,Main Pressure Adjusting Worm,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-032,Microswitch,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-033,Motor Contactor,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-034,Panel Meter,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-035,Potentiometer Fill Pre Main,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
PGE-KIK-036,Potentiometer Main Idf,Kikusui,general,no_exact_catalog_match,unresolved,,,,,,https://store.natoli.com/wp-content/uploads/kikusui-machine-parts-catalog-20260422a-linked.pdf,No exact name-and-model catalog row was found in the supplied current manufacturer-specific catalog index; no OEM number published.,no
