sku,part_name,manufacturer_reference,model_reference,image_path,identity_source,technical_description_status,search_alias_status,landing_page
PGE-KOR-255,MACHINE SCREW M16 x 30MM MODIFY TO 29MM,Korsch,XL400 BI,/assets/images/parts/korsch/pge-kor-255.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-255/
PGE-KOR-256,MACHINE SCREW M8 X 16 ISO 4762-A2-70,Korsch,XL400 BI,/assets/images/parts/korsch/pge-kor-256.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-256/
PGE-KOR-257,MACHINE SCREW M8 X 20 ISO 4762-A2-70,Korsch,XL400 BI,/assets/images/parts/korsch/pge-kor-257.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-257/
PGE-KOR-258,10 MM FILL CAM - TSM B’,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-258.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-258/
PGE-KOR-259,DOSING CAM - TSM B,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-259.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-259/
PGE-KOR-260,FILL CAM - 14 MM - TSM B,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-260.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-260/
PGE-KOR-261,SAFETY RAIL 139.5 - TSM B,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-261.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-261/
PGE-KOR-262,SAFETY RAIL 71.0 - TSM B,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-262.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-262/
PGE-KOR-263,LEFT ROTARY VANE -3PC DELRIN,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-263.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-263/
PGE-KOR-264,ROTARY VANE STRAIGHT- 3 PC DELRIN,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-264.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-264/
PGE-KOR-265,UPPER CAM SUSTAINER,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-265.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-265/
PGE-KOR-266,A BEARING BLOCK LEFT,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-266.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-266/
PGE-KOR-267,A BEARING BLOCK RIGHT,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-267.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-267/
PGE-KOR-268,CLAMPING FLANGE,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-268.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-268/
PGE-KOR-269,DIE LOCK ASSEMBLY - 8MM HEX,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-269.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-269/
PGE-KOR-270,LOWER CAM SUSTAINER,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-270.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-270/
PGE-KOR-271,TORQUE CONVERTER BEARING,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-271.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-271/
PGE-KOR-272,COVER FOR INSERT,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-272.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-272/
PGE-KOR-273,GUIDE,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-273.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-273/
PGE-KOR-274,GUIDE BLOCK,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-274.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-274/
PGE-KOR-275,INSIDE PUNCH REMOVAL - LONG - TSM B,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-275.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-275/
PGE-KOR-276,INSIDE PUNCH REMOVAL - SHORT - TSM B,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-276.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-276/
PGE-KOR-277,LIFTING CAM,Korsch,XL400FT,/assets/images/parts/korsch/pge-kor-277.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-277/
PGE-KOR-278,16MM FILL CAM - TSM “D”,Korsch,XL800,/assets/images/parts/korsch/pge-kor-278.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-278/
PGE-KOR-279,PRESSURE ROLLER - BHT LATHE,Korsch,XL800,/assets/images/parts/korsch/pge-kor-279.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-279/
PGE-KOR-280,SCRAPER BLADE - PEEK,Korsch,XL800,/assets/images/parts/korsch/pge-kor-280.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-280/
PGE-KOR-281,PRE TAIL OVER DIE - INSERT AT EXIT,Korsch,XL800,/assets/images/parts/korsch/pge-kor-281.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-281/
PGE-KOR-282,SCRAPER SPRING,Korsch,XL800,/assets/images/parts/korsch/pge-kor-282.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-282/
PGE-KOR-283,59 STATION TURRET ASSEMBLY* - D”,Korsch,XL800,/assets/images/parts/korsch/pge-kor-283.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-283/
PGE-KOR-284,UPPER CAM TSM “B”,Korsch,XL800,/assets/images/parts/korsch/pge-kor-284.webp,Verified Korsch source-catalog row and matched generated image,"Part name, model, and OEM value transcribed from source catalog; final dimensional fit requires confirmation",Format and terminology variants generated from confirmed part name,/parts/pge-kor-284/
PGE-MAN-001,Hopper With Bracket,Manesty,Model unresolved,/assets/images/parts/manesty/b3b/hopper-with-bracket.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-001/
PGE-MAN-002,Lower Cam Track,Manesty,B3B,/assets/images/parts/manesty/b3b/lower-cam-track.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-002/
PGE-MAN-003,Left Hand Feeder Paddle,Manesty,Model unresolved,/assets/images/parts/manesty/bb4/left-hand-feeder-paddle.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-003/
PGE-MAN-004,Right Hand Feeder Paddle,Manesty,Model unresolved,/assets/images/parts/manesty/bb4/right-hand-feeder-paddle.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-004/
PGE-MAN-005,2 Inch Round Nut,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/2-inch-round-nut.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-005/
PGE-MAN-006,Anti Vibration Mount,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/anti-vibration-mount.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-006/
PGE-MAN-007,Bearing For Handwheel,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/bearing-for-handwheel.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-007/
PGE-MAN-008,Column Bearing Bush,Manesty,Betapress,/assets/images/parts/manesty/betapress/column-bearing-bush.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-008/
PGE-MAN-009,Column Bushing,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/column-bushing.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-009/
PGE-MAN-010,Coned Die Screw Assemblies,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/coned-die-screw-assemblies.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-010/
PGE-MAN-011,Cover Over Scraper,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/cover-over-scraper.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-011/
PGE-MAN-012,Drive Belt,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/drive-belt.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-012/
PGE-MAN-013,Ejection Cam,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/ejection-cam.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-013/
PGE-MAN-014,Extension Ring,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/extension-ring.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-014/
PGE-MAN-015,Feed Chute For Manual Feed Plate,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feed-chute-for-manual-feed-plate.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-015/
PGE-MAN-016,Feed Frame For Power Feeder,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feed-frame-for-power-feeder.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-016/
PGE-MAN-017,Feeder Base,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feeder-base.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-017/
PGE-MAN-018,Feeder Gear 32 T,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feeder-gear-32-t.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-018/
PGE-MAN-019,Feeder Gear 36T,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feeder-gear-36t.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-019/
PGE-MAN-020,Feeder Gear - Steel,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/feeder-gear-steel.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-020/
PGE-MAN-021,Feeder Gear,Manesty,Betapress,/assets/images/parts/manesty/betapress/feeder-gear.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-021/
PGE-MAN-022,Feeder Inter Gear Bushing,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/feeder-inter-gear-bushing.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-022/
PGE-MAN-023,Feeder Leveling Screw New Table,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feeder-leveling-screw-new-table.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-023/
PGE-MAN-024,Feeder Motor Connector,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feeder-motor-connector.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-024/
PGE-MAN-025,Feeder Paddle Single Side,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feeder-paddle-single-side.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-025/
PGE-MAN-026,Feeder Pan Gasket,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feeder-pan-gasket.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-026/
PGE-MAN-027,Feeder Pivot Bolt,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feeder-pivot-bolt.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-027/
PGE-MAN-028,Feeder Plate,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/feeder-plate.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-028/
PGE-MAN-029,Fill Cam 11 16 Ipt B,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/fill-cam-11-16-ipt-b.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-029/
PGE-MAN-030,Fill Cam Eu B,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/fill-cam-eu-b.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-030/
PGE-MAN-031,Front Rear Lower Cam Track Guard,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/front-rear-lower-cam-track-guard.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-031/
PGE-MAN-032,Green Pushbutton,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/green-pushbutton.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-032/
PGE-MAN-033,Guard For Feeder Gears,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/guard-for-feeder-gears.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-033/
PGE-MAN-034,Handle For Speed Adjust Hand Wheel,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/handle-for-speed-adjust-hand-wheel.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-034/
PGE-MAN-035,Handwheel,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/handwheel.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-035/
PGE-MAN-036,Inlet On Feeder,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/inlet-on-feeder.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-036/
PGE-MAN-037,Intermediate Gear Bushing,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/intermediate-gear-bushing.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-037/
PGE-MAN-038,Left Hand Lower Cam Track Guard,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/left-hand-lower-cam-track-guard.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-038/
PGE-MAN-039,Locking Screw,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/locking-screw.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-039/
PGE-MAN-040,Lower Drip Tray Assembly,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/lower-drip-tray-assembly.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-040/
PGE-MAN-041,Lower Tamping Roll Housing,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/lower-tamping-roll-housing.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-041/
PGE-MAN-042,Lubrication Elbow,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/lubrication-elbow.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-042/
PGE-MAN-043,Manual Feed Plate,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/manual-feed-plate.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-043/
PGE-MAN-044,Oil Distributor,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/oil-distributor.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-044/
PGE-MAN-045,Pillar Tamping Roll Lower,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/pillar-tamping-roll-lower.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-045/
PGE-MAN-046,Plate Insert,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/plate-insert.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-046/
PGE-MAN-047,Pressure Roller Bushing,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/pressure-roller-bushing.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-047/
PGE-MAN-048,Pressure Roller Pin,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/pressure-roller-pin.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-048/
PGE-MAN-049,Pressure Roller,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/pressure-roller.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-049/
PGE-MAN-050,Right Hand Lower Cam Track Guard,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/right-hand-lower-cam-track-guard.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-050/
PGE-MAN-051,Roll Carrier Bushing,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/roll-carrier-bushing.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-051/
PGE-MAN-052,Roll Carrier Pin,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/roll-carrier-pin.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-052/
PGE-MAN-053,Rotary Feeder Bushes,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/rotary-feeder-bushes.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-053/
PGE-MAN-054,Rotary Feeder Paddle,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/rotary-feeder-paddle.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-054/
PGE-MAN-055,Round Nut,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/round-nut.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-055/
PGE-MAN-056,Scraper Blade,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/scraper-blade.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-056/
PGE-MAN-057,Scraper Bracket Cover,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/scraper-bracket-cover.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-057/
PGE-MAN-058,Scraper Plate - Stainless Steel - Short,Manesty,Betapress,/assets/images/parts/manesty/betapress/scraper-plate-stainless-steel-short.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-058/
PGE-MAN-059,Spacer Under Turret,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/spacer-under-turret.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-059/
PGE-MAN-060,Spring Housing,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/spring-housing.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-060/
PGE-MAN-061,Suction Nozzle,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/suction-nozzle.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-061/
PGE-MAN-062,Support Bracket For Feeder Base,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/support-bracket-for-feeder-base.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-062/
PGE-MAN-063,Support Bracket For Feeder Column 1,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/support-bracket-for-feeder-column-1.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-063/
PGE-MAN-064,Support Bracket For Feeder Column 2,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/support-bracket-for-feeder-column-2.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-064/
PGE-MAN-065,Support Bracket For Feeder Pillar,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/support-bracket-for-feeder-pillar.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-065/
PGE-MAN-066,Support Bracket For Feeder Plate,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/support-bracket-for-feeder-plate.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-066/
PGE-MAN-067,Support Pillar Nut,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/support-pillar-nut.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-067/
PGE-MAN-068,Tablet Thickness Handwheel,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/tablet-thickness-handwheel.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-068/
PGE-MAN-069,Take Off Chute,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/take-off-chute.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-069/
PGE-MAN-070,Take-Off Plate,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/take-off-plate.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-070/
PGE-MAN-071,Tamping Roll With Bushing Installed,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/tamping-roll-with-bushing-installed.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-071/
PGE-MAN-072,Tamping Rolls,Manesty,BETAPRESS,/assets/images/parts/manesty/betapress/tamping-rolls.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-072/
PGE-MAN-073,Tufnol Support Plate,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/tufnol-support-plate.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-073/
PGE-MAN-074,Turret 23 Station,Manesty,Model unresolved,/assets/images/parts/manesty/betapress/turret-23-station.webp,Existing catalog card and image-path model folder,Identity confirmed; detailed function pending technical review,Format and terminology variants generated from confirmed part name,/parts/pge-man-074/
